identifier,name,url,author,description,datePublished,source_name,source_identifier,source_url
,Generative Large Language Models for Dialog-Based Tutoring: An Early Consideration of Opportunities and Concerns.,https://dblp.org/rec/conf/aied/NyeMC23,Benjamin D. Nye; Dillon Mee; Mark G. Core,,2023,DBLP,167668,https://dblp.org/rec/conf/aied/NyeMC23
,Deduction under Perturbed Evidence: Probing Student Simulation (Knowledge Tracing) Capabilities of Large Language Models.,https://dblp.org/rec/conf/aied/SonkarB23,Shashank Sonkar; Richard G. Baraniuk,,2023,DBLP,167716,https://dblp.org/rec/conf/aied/SonkarB23
,Contextualizing Problems to Student Interests at Scale in Intelligent Tutoring System Using Large Language Models.,https://dblp.org/rec/conf/aied/YadavTN23,Gautam Yadav; Ying-Jui Tseng; Xiaolin Ni,,2023,DBLP,167750,https://dblp.org/rec/conf/aied/YadavTN23
10.1145/3600211.3604737,Sealed Knowledges: A Critical Approach to the Usage of LLMs as Search Engines.,https://dblp.org/rec/conf/aies/Lindemann23,Nora Freya Lindemann,,2023,DBLP,167813,https://dblp.org/rec/conf/aies/Lindemann23
10.18653/V1/2023.BEA-1.61,RETUYT-InCo at BEA 2023 Shared Task: Tuning Open-Source LLMs for Generating Teacher Responses.,https://dblp.org/rec/conf/bea/BaladnSCR23,Alexis Baladn; Ignacio Sastre; Luis Chiruzzo; Aiala Rosá,,2023,DBLP,172582,https://dblp.org/rec/conf/bea/BaladnSCR23
10.18653/V1/2023.BEA-1.52,Evaluating Reading Comprehension Exercises Generated by LLMs: A Showcase of ChatGPT in Education Applications.,https://dblp.org/rec/conf/bea/XiaoXZWX23,Changrong Xiao; Sean Xin Xu; Kunpeng Zhang; Yufang Wang; Lei Xia,,2023,DBLP,172639,https://dblp.org/rec/conf/bea/XiaoXZWX23
10.18653/V1/2023.BIONLP-1.57,shs-nlp at RadSum23: Domain-Adaptive Pre-training of Instruction-tuned LLMs for Radiology Report Impression Generation.,https://dblp.org/rec/conf/bionlp/KarnGPF23,Sanjeev Kumar Karn; Rikhiya Ghosh; Kusuma P; Oladimeji Farri,,2023,DBLP,172944,https://dblp.org/rec/conf/bionlp/KarnGPF23
10.1145/3544548.3581388,Why Johnny Can&apos;t Prompt: How Non-AI Experts Try (and Fail) to Design LLM Prompts.,https://dblp.org/rec/conf/chi/Zamfirescu-Pereira23,J. D. Zamfirescu-Pereira; Richmond Y. Wong; Bjoern Hartmann; Qian Yang,,2023,DBLP,178220,https://dblp.org/rec/conf/chi/Zamfirescu-Pereira23
10.1145/3605390.3610810,Poster: LLMs for online customer reviews analysis: oracles or tools? Experiments with GPT 3.5.,https://dblp.org/rec/conf/chitaly/Morbidoni23,Christian Morbidoni,,2023,DBLP,178512,https://dblp.org/rec/conf/chitaly/Morbidoni23
10.1145/3583780.3615017,Prompt Distillation for Efficient LLM-based Recommendation.,https://dblp.org/rec/conf/cikm/LiZC23,Lei Li 0042; Yongfeng Zhang; Li Chen 0009,,2023,DBLP,179113,https://dblp.org/rec/conf/cikm/LiZC23
10.1145/3583780.3615311,Workshop On Large Language Models&apos; Interpretability and Trustworthiness (LLMIT).,https://dblp.org/rec/conf/cikm/SahaG0M23,Tulika Saha; Debasis Ganguly; Sriparna Saha 0001; Prasenjit Mitra,,2023,DBLP,179258,https://dblp.org/rec/conf/cikm/SahaG0M23
,Fraunhofer SIT at CheckThat!-2023: Can LLMs Be Used for Data Augmentation &amp; Few-Shot Classification? Detecting Subjectivity in Text Using ChatGPT.,https://dblp.org/rec/conf/clef/Frick23,Raphael Antonius Frick,,2023,DBLP,180034,https://dblp.org/rec/conf/clef/Frick23
10.1145/3584931.3608438,LLMs and the Infrastructure of CSCW.,https://dblp.org/rec/conf/cscw/0001WHLL0S23,Chinmay Kulkarni 0001; Tongshuang Wu; Kenneth Holstein; Q. Vera Liao; Min Kyung Lee; Mina Lee 0002; Hariharan Subramonyam,,2023,DBLP,182656,https://dblp.org/rec/conf/cscw/0001WHLL0S23
10.3233/FAIA230641,CICERO: A GPT2-Based Writing Assistant to Investigate the Effectiveness of Specialized LLMs&apos; Applications in e-Justice.,https://dblp.org/rec/conf/ecai/CalamoLMMM23,Marco Calamo; Francesca De Luzi; Mattia Macrì; Tommaso Mencattini; Massimo Mecella,,2023,DBLP,190512,https://dblp.org/rec/conf/ecai/CalamoLMMM23
,LLM-Based Entity Extraction Is Not for Cybersecurity.,https://dblp.org/rec/conf/eeke/WurschKDM23,Maxime Würsch; Andrei Kucharavy; Dimitri Percia David; Alain Mermoud,,2023,DBLP,192258,https://dblp.org/rec/conf/eeke/WurschKDM23
10.1007/978-3-031-43458-7_34,Knowledge Injection to Counter Large Language Model (LLM) Hallucination.,https://dblp.org/rec/conf/esws/MartinoIT23,Ariana Martino; Michael Iannelli; Coleen Truong,,2023,DBLP,193431,https://dblp.org/rec/conf/esws/MartinoIT23
10.4230/LIPICS.GISCIENCE.2023.28,GeoQAMap - Geographic Question Answering with Maps Leveraging LLM and Open Knowledge Base (Short Paper).,https://dblp.org/rec/conf/giscience/0006D023,Yu Feng 0006; Linfang Ding; Guohui Xiao 0001,,2023,DBLP,197777,https://dblp.org/rec/conf/giscience/0006D023
10.1145/3582515.3609536,Data Decentralisation of LLM-Based Chatbot Systems in Chronic Disease Self-Management.,https://dblp.org/rec/conf/goodit/MontagnaFKFP23,Sara Montagna; Stefano Ferretti; Lorenz Cuno Klopfenstein; Antonio Florio; Martino Francesco Pengo,,2023,DBLP,198079,https://dblp.org/rec/conf/goodit/MontagnaFKFP23
10.1145/3603163.3609064,The Looming Threat of Fake and LLM-generated LinkedIn Profiles: Challenges and Opportunities for Detection and Prevention.,https://dblp.org/rec/conf/ht/AyoobiSM23,Navid Ayoobi; Sadat Shahriar; Arjun Mukherjee,,2023,DBLP,202114,https://dblp.org/rec/conf/ht/AyoobiSM23
10.1145/3594739.3610745,Towards LLMs for Sensor Data: Multi-Task Self-Supervised Learning.,https://dblp.org/rec/conf/huc/0002UMKHM23,Tsuyoshi Okita 0002; Kosuke Ukita; Koki Matsuishi; Masaharu Kagiyama; Kodai Hirata; Asahi Miyazaki,,2023,DBLP,202164,https://dblp.org/rec/conf/huc/0002UMKHM23
,How Ready are Pre-trained Abstractive Models and LLMs for Legal Case Judgement Summarization?,https://dblp.org/rec/conf/icail/DeroyG023,Aniket Deroy; Kripabandhu Ghosh; Saptarshi Ghosh 0001,,2023,DBLP,203629,https://dblp.org/rec/conf/icail/DeroyG023
,The Potential for Jurisdictional Challenges to AI or LLM Training Datasets.,https://dblp.org/rec/conf/icail/DraperG23,Chris Draper; Nicky Gillibrand,,2023,DBLP,203630,https://dblp.org/rec/conf/icail/DraperG23
,LLMediator: GPT-4 Assisted Online Dispute Resolution.,https://dblp.org/rec/conf/icail/WestermannSB23,Hannes Westermann; Jaromír Savelka; Karim Benyekhlef,,2023,DBLP,203696,https://dblp.org/rec/conf/icail/WestermannSB23
10.1145/3608251.3608266,LLMNR6: A Hostname Query based IPv6 Address Fast Scanning Technology for Dual-Stack Windows Nodes.,https://dblp.org/rec/conf/iccms/HuZZGDCM23,Ming Hu; Liancheng Zhang; Hongtao Zhang; Yi Guo; Wenwen Du; Lanxin Cheng; Xupan Ma,,2023,DBLP,208389,https://dblp.org/rec/conf/iccms/HuZZGDCM23
,Deja Vu: Contextual Sparsity for Efficient LLMs at Inference Time.,https://dblp.org/rec/conf/icml/LiuWDZY0S0TRC23,Zichang Liu; Jue Wang; Tri Dao; Tianyi Zhou 0002; Binhang Yuan; Zhao Song 0002; Anshumali Shrivastava; Ce Zhang 0001; Yuandong Tian; Christopher Ré; Beidi Chen,,2023,DBLP,216396,https://dblp.org/rec/conf/icml/LiuWDZY0S0TRC23
10.1109/ICSE48619.2023.00194,Large Language Models are Few-shot Testers: Exploring LLM-based General Bug Reproduction.,https://dblp.org/rec/conf/icse/KangYY23,Sungmin Kang; Juyeon Yoon; Shin Yoo,,2023,DBLP,220352,https://dblp.org/rec/conf/icse/KangYY23
,Spatial and Temporal Reasoning with LLMs for Natural Language Comprehension and Grounding.,https://dblp.org/rec/conf/ijcai/Kordjamshidi23,Parisa Kordjamshidi,,2023,DBLP,223337,https://dblp.org/rec/conf/ijcai/Kordjamshidi23
10.24963/IJCAI.2023/802,The Importance of Human-Labeled Data in the Era of LLMs.,https://dblp.org/rec/conf/ijcai/Liu23,Yang Liu,,2023,DBLP,223411,https://dblp.org/rec/conf/ijcai/Liu23
,Can LLMs solve generative visual analogies?,https://dblp.org/rec/conf/ijcai/PanditS0V23,Shrey Pandit; Gautam Shroff; Ashwin Srinivasan 0001; Lovekesh Vig,,2023,DBLP,223505,https://dblp.org/rec/conf/ijcai/PanditS0V23
10.1145/3618257.3624845,An LLM-based Framework for Fingerprinting Internet-connected Devices.,https://dblp.org/rec/conf/imc/SarabiYL23,Armin Sarabi; Tongxin Yin; Mingyan Liu,,2023,DBLP,224839,https://dblp.org/rec/conf/imc/SarabiYL23
,"Team NTR @ AutoMin 2023: Dolly LLM Improves Minuting Performance, Semantic Segmentation Doesn&apos;t.",https://dblp.org/rec/conf/inlg/BorisovM23,Eugene Borisov; Nikolay Mikhaylovskiy,,2023,DBLP,225696,https://dblp.org/rec/conf/inlg/BorisovM23
,Team Zoom @ AutoMin 2023: Utilizing Topic Segmentation And LLM Data Augmentation For Long-Form Meeting Summarization.,https://dblp.org/rec/conf/inlg/SchneiderT23,Felix Schneider; Marco Turchi,,2023,DBLP,225732,https://dblp.org/rec/conf/inlg/SchneiderT23
10.1145/3587103.3594202,Classifying Course Discussion Board Questions using LLMs.,https://dblp.org/rec/conf/iticse/ZhangJB0ZZ23,Paul Zhang; Brandon Jaipersaud; Jimmy Ba; Andrew Petersen 0001; Lisa Zhang; Michael R. Zhang,,2023,DBLP,231063,https://dblp.org/rec/conf/iticse/ZhangJB0ZZ23
10.1007/978-3-031-34960-7_22,"Ethical Dilemmas, Mental Health, Artificial Intelligence, and LLM-Based Chatbots.",https://dblp.org/rec/conf/iwbbio/CabreraLMR23,Johana Cabrera; María Soledad Loyola; Irene Magaña; Rodrigo Rojas,,2023,DBLP,231974,https://dblp.org/rec/conf/iwbbio/CabreraLMR23
10.1145/3580305.3599572,Towards Next-Generation Intelligent Assistants Leveraging LLM Techniques.,https://dblp.org/rec/conf/kdd/DongMXM023,Xin Luna Dong; Seungwhan Moon; Yifan Ethan Xu; Kshitiz Malik; Zhou Yu 0005,,2023,DBLP,233240,https://dblp.org/rec/conf/kdd/DongMXM023
10.1007/978-3-031-40292-0_1,Federated Prompting and Chain-of-Thought Reasoning for Improving LLMs Answering.,https://dblp.org/rec/conf/ksem/LiuPF23,Xiangyang Liu; Tianqi Pang; Chenyou Fan,,2023,DBLP,233940,https://dblp.org/rec/conf/ksem/LiuPF23
10.1145/3591106.3592299,How Responsible LLMs are beneficial to search and exploration in Retail industry.,https://dblp.org/rec/conf/mir/BoujemaaHKS23,Nozha Boujemaa; Abdelrahman Hassan; Giorgi Kokaia; Pratyush Kumar Sinha,,2023,DBLP,237354,https://dblp.org/rec/conf/mir/BoujemaaHKS23
10.1007/978-3-031-45673-2_46,Tailoring Large Language Models to Radiology: A Preliminary Approach to LLM Adaptation for a Highly Specialized Domain.,https://dblp.org/rec/conf/mlmi-ws/LiuZLYJWMSCKDZZLLSLLL23,Zhengliang Liu; Aoxiao Zhong; Yiwei Li; Longtao Yang; Chao Ju; Zihao Wu; Chong Ma; Peng Shu; Cheng Chen; Sekeun Kim; Haixing Dai; Lin Zhao; Dajiang Zhu; Jun Liu; Wei Liu; Dinggang Shen; Quanzheng Li; Tianming Liu; Xiang Li 0001,,2023,DBLP,237742,https://dblp.org/rec/conf/mlmi-ws/LiuZLYJWMSCKDZZLLSLLL23
10.1145/3581783.3613911,Multimodal AI &amp; LLMs for Peacekeeping and Emergency Response.,https://dblp.org/rec/conf/mm/Jaimes23,Alejandro Jaimes,,2023,DBLP,238070,https://dblp.org/rec/conf/mm/Jaimes23
10.1145/3581783.3612012,LayoutLLM-T2I: Eliciting Layout Guidance from LLM for Text-to-Image Generation.,https://dblp.org/rec/conf/mm/QuW0NC23,Leigang Qu; Shengqiong Wu; Hao Fei 0001; Liqiang Nie; Tat-Seng Chua,,2023,DBLP,238347,https://dblp.org/rec/conf/mm/QuW0NC23
10.1145/3581783.3612665,mPLUG-Octopus: The Versatile Assistant Empowered by A Modularized End-to-End Multimodal LLM.,https://dblp.org/rec/conf/mm/YeXYZWY00SX23,Qinghao Ye; Haiyang Xu; Ming Yan; Chenlin Zhao; Junyang Wang; Xiaoshan Yang; Ji Zhang 0011; Fei Huang 0004; Jitao Sang; Changsheng Xu,,2023,DBLP,238650,https://dblp.org/rec/conf/mm/YeXYZWY00SX23
10.1109/MSR59073.2023.00084,LLMSecEval: A Dataset of Natural Language Prompts for Security Evaluations.,https://dblp.org/rec/conf/msr/TonyMFS23,Catherine Tony; Markus Mutas; Nicolás E. Díaz Ferreyra; Riccardo Scandariato,,2023,DBLP,239911,https://dblp.org/rec/conf/msr/TonyMFS23
10.1007/978-3-031-40978-3_47,llm-japanese-dataset v0: Construction of Japanese Chat Dataset for Large Language Models and Its Methodology.,https://dblp.org/rec/conf/nbis/0001SS23,Masanori Hirano 0001; Masahiro Suzuki; Hiroki Sakaji,,2023,DBLP,240229,https://dblp.org/rec/conf/nbis/0001SS23
10.1002/poc.3188,Structure and detonation performance of a novel HMX/LLM‐105 cocrystal explosive,https://openalex.org/W2295841110,He Lin; Shunguan Zhu; Hongzhen Li; Xinhua Peng,"Intermolecular interactions and properties of octahydro‐1,3,5,7‐tetranitro‐1,3,5,7‐ tetrazocine (HMX) / 2,6‐diamino‐3,5‐dinitropyrazine‐1‐oxide (LLM‐105) cocrystal were studied by using the dispersion‐corrected density functionals (ωB97XD, B97D) meta‐hybrid functional (M062x) methods. Binding energies, heats formation, thermodynamic properties, atoms in molecules, natural bond orbital analysis performed to investigate HMX/LLM‐105 complexes. Results show that main intermolecular between HMX LLM‐105 are CH…O, NH…O, N…O, O…O interactions. In addition, Monte Carlo simulation was employed predict crystal structure cocrystal. The is most likely crystallize C 2/c space group, its corresponding cell parameters Z = 8, a 41.63 Å, b 6.77 c 45.63 ß 164.55°, ρ 1.99 g/cm 3 . Detonation velocity pressure 8.95 km/s, 37.69GPa, little lower than those (9.10 37.76GPa). However, according net charges nitro exhibits less sensitive HMX. Finally, dissociation energy calculation shows complexes thermally stable. Considering thermal stability, sensitivity, detonation performance, meets requirements insensitive high materials. Copyright © 2013 John Wiley &amp; Sons, Ltd.",2013-08-12,OPENALEX,W2295841110,https://openalex.org/W2295841110
10.1128/jb.179.22.6944-6948.1997,Formation of potent hybrid promoters of the mutant llm gene by IS256 transposition in methicillin-resistant Staphylococcus aureus,https://openalex.org/W2130665913,Hideki Maki; Kazuhisa Murakami,"From high-level methicillin-resistant Staphylococcus aureus SRM551, the low-level heterogeneously resistant mutant, SRM563, was isolated by transposon mutagenesis. The insertion occurred in 3' region of llm gene mutant (H. Maki, T. Yamaguchi, and K. Murakami, J. Bacteriol. 176:4993-5000, 1994). Resistant revertants were generated from strain SRM563 on plate containing methicillin at a concentration 12.5 microg/ml or more. In some revertants, sequence IS256 observed to be transposed into one five sites localized 88 212 bp upstream frequency 2.8 x 10(-7) bacterial population. transposition created new hybrid promoter which -35 end properly arranged relation -10-like llm. promoters greatly enhanced transcription llm, as judged blotting analysis mRNA, with concomitant elevation resistance. Involvement heteroresistance characteristics S. suggested.",1997-11-01,OPENALEX,W2130665913,https://openalex.org/W2130665913
10.1002/prep.201100099,Preparation and Properties of An Insensitive Booster Explosive Based on LLM-105,https://openalex.org/W2018063892,Wenzheng Xu; Chongwei An; Jingyu Wang; Jun Dong; Xin Geng,"A new insensitive booster explosive based on 2,6-diamino-3,5-dinitropyrazing-1-oxide (LLM-105) was prepared by a solvent-slurry process with ethylene propylene diene monomer (EPDM) as binder. SEM (scanning electron microscopy) employed to characterize the morphology and particle size of LLM-105 molding powder. The mechanical sensitivity, thermal shock wave detonation velocity LLM-105/EPDM were also measured analyzed. results show that both sensitivity are much lower than conventional boosters, such PBXN-5 A5. Its is PBXN-7. When density charge 95 % TMD, its theoretical velocities 7858 m s−1 7640 s−1, respectively. These combined properties suggested can be used an booster.",2012-11-27,OPENALEX,W2018063892,https://openalex.org/W2018063892
10.1104/pp.15.01556,LLM-Domain Containing B-GATA Factors Control Different Aspects of Cytokinin-Regulated Development in <i>Arabidopsis thaliana</i>,https://openalex.org/W2263456395,Quirin L. Ranftl; Emmanouil Bastakis; Carina Klermund; Claus Schwechheimer,"Leu-Leu-Met (LLM)-domain B-GATAs are a subfamily of the 30-membered GATA transcription factor family from Arabidopsis. Only two six Arabidopsis LLM-domain B-GATAs, i.e. GATA, NITRATE-INDUCIBLE, CARBON METABOLISM-INVOLVED (GNC) and its paralog GNC-LIKE/CYTOKININ-RESPONSIVE FACTOR1 (GNL), have already been analyzed with regard to their biological function. Together, GNC GNL control germination, greening, flowering time, senescence downstream auxin, cytokinin (CK), gibberellin (GA), light signaling. Whereas overexpression complementation analyses suggest redundant biochemical function between GNL, nothing is known about role four other GATA15, GATA16, GATA17, GATA17L (GATA17-LIKE), based on loss-of-function mutant phenotypes. Here, we examine insertion mutants B-GATA genes reveal these in hypocotyl elongation, phyllotaxy, floral organ initiation, accessory meristem formation, senescence. Several phenotypes had previously not described for gnc gnl or were enhanced more complex when compared mutants. Some respective responses may be mediated by CK signaling, which activates expression all genes. CK-induced gene partially compromised mutants, suggesting that play responses. We furthermore provide evidence transcriptional cross regulation GATAs may, at least some cases, basis apparent functional redundancy.",2016-02-01,OPENALEX,W2263456395,https://openalex.org/W2263456395
10.1145/1878961.1879015,Heap data management for limited local memory (LLM) multi-core processors,https://openalex.org/W2148228186,Ke Bai; Aviral Shrivastava,"This paper presents a scheme to manage heap data in the local memory present each core of limited (LLM) multi-core processor. While it is possible semi-automatically using software cache, managing through cache may require changing code other threads. Cross thread modifications are difficult and debug, only become more as we scale number cores. We propose semi-automatic, scalable for management that hides this complexity library with much natural programming interface. Furthermore, embedded applications, where maximum size can be known at compile time, optimizations on significantly improve application performance. Experiments several benchmarks MiBench executing Sony Playstation 3 show our easier use, if know data, then performance by an average 14%.",2010-10-24,OPENALEX,W2148228186,https://openalex.org/W2148228186
10.3390/nano9060854,An Electrospun Preparation of the NC/GAP/Nano-LLM-105 Nanofiber and Its Properties,https://openalex.org/W2949033303,Tingting Luo; Yi Wang; Hao Huang; Feifei Shang; Xiaolan Song,"In this work, an energetic composite fiber, in which 2,6-diamino-3,5-dinitropyrazine-1-oxide (LLM-105) nanoparticles intimately incorporated with a nitrocellulose/glycidyl azide polymer (NC/GAP) was prepared by the electrospinning method. The morphology and structure of nanofiber characterized scanning electron microscopy (SEM), energy dispersive X-Ray (EDX), fourier transform infrared spectroscopy (IR), X-ray diffraction (XRD), photoelectron (XPS), Brunauer-Emmett-Teller (BET). nanofibers possessed three-dimensional (3D) net large specific surface area. Thermal analysis, performance, sensitivities were investigated, they compared NC/GAP LLM-105 nanoparticles. NC/GAP/nano-LLM-105 show higher decomposition rates lower temperatures. decomposed to CO2, CO, H2O, N2O, few NO, -CH2O-, -CH- fragments, thermal-infrared spectrometry online (TG-IR) measurement. demonstrated standard impulse (Isp), combustion chamber temperature (Tc), specialty height (H50). introduction nano-LLM-105 matrix results improvement performance safety.",2019-06-04,OPENALEX,W2949033303,https://openalex.org/W2949033303
